drug,cell_line,auc_pset1,auc_pset2,ABC,cluster,SEEDING_DENSITY_gdsc1,SEEDING_DENSITY_gdsc2,density_diff
azd7762,cvcl_1734,0.43485024426677,0.4424827825080814,0.060790656243097985,0,1300.0,325.0,975.0
bms536924,cvcl_0080,0.2699646452969787,0.2749547071178772,0.06078289085422848,0,1500.0,625.0,875.0
azd5438,cvcl_1230,0.22686944064219305,0.1992747089089617,0.06078259402290626,0,30000.0,2500.0,27500.0
unc0638,cvcl_1379,0.023219719465603417,0.10386957048751622,0.06078108455018267,0,1600.0,400.0,1200.0
unc0638,cvcl_1379,0.023219719465603417,0.10386957048751622,0.06078108455018267,0,,400.0,
azd1332,cvcl_1613,0.3880859485600484,0.3032087783070757,0.06077662457477497,0,1200.0,325.0,875.0
mg132,cvcl_1189,0.08627042366876891,0.0825791681347462,0.060776149738085046,0,,2500.0,
cytarabine,cvcl_2983,0.18349424993102814,0.10435092734188833,0.06076972534277538,0,600.0,400.0,200.0
pictilisib,cvcl_1059,0.03924861022134818,0.043901336957694825,0.06076278403870353,0,400.0,150.0,250.0
zm447439,cvcl_3087,0.04711444799177922,0.11871521022859743,0.060758688762640164,0,1600.0,625.0,975.0
yk4279,cvcl_0234,0.14134056622740143,0.1950967001880064,0.060753176406736734,0,700.0,300.0,400.0
azd1332,cvcl_1668,0.13126565348514552,0.14333160017727042,0.06075235964605334,0,1563.0,325.0,1238.0
mim1,cvcl_2310,0.007878724082140298,0.0741453039070944,0.060736635066330494,0,,500.0,
azd1332,cvcl_1380,0.2159498114610222,0.15521421165284444,0.06073630243090618,0,9000.0,1500.0,7500.0
luminespib,cvcl_1342,0.2777816713474658,0.2470109902247276,0.06072717295508438,0,,325.0,
obatoclaxmesylate,cvcl_0632,0.24304874718123393,0.17135553999709796,0.06072287384500392,0,,325.0,
azd6738,cvcl_5986,0.38077786576732586,0.31174758211454134,0.06071484650735792,0,1250.0,150.0,1100.0
azd2014,cvcl_u996,0.4669534336971728,0.4293078704186417,0.06071472490366081,0,1800.0,325.0,1475.0
foretinib,cvcl_1543,0.3510270676767915,0.2697810781491051,0.06071138404568681,0,,325.0,
vinorelbine,cvcl_1136,0.17024942010568522,0.17879129405985805,0.060710742776389576,0,,800.0,
azd6738,cvcl_1655,0.26798151960661876,0.23636099079659334,0.06070312013424593,0,1000.0,150.0,850.0
azd6738,cvcl_1655,0.26798151960661876,0.23636099079659334,0.06070312013424593,0,800.0,150.0,650.0
dactolisib,cvcl_1632,0.12594531162685618,0.18640646497961655,0.060702416629869194,0,25000.0,1250.0,23750.0
bms536924,cvcl_1093,0.02121055446213138,0.011143508320481943,0.06069595230819182,0,400.0,325.0,75.0
bms536924,cvcl_1093,0.02121055446213138,0.011143508320481943,0.06069595230819182,0,,325.0,
nu7441,cvcl_0103,0.03377364864464638,4.996106336840889e-05,0.060695729357974834,0,25000.0,3000.0,22000.0
vorinostat,cvcl_1717,0.12975402652573942,0.1639890340906992,0.060690203923325026,0,3200.0,625.0,2575.0
azd6738,cvcl_0419,0.3111173787855924,0.27569193625483446,0.06068868629770679,0,1500.0,400.0,1100.0
talazoparib,cvcl_1727,0.22319139130827248,0.20197857523179996,0.06068773262343604,0,1800.0,1250.0,550.0
obatoclaxmesylate,cvcl_0022,0.3029899050808771,0.32533134571573186,0.060685047452888566,0,,400.0,
azd5582,cvcl_0009,0.18643593859814922,0.14881652899336795,0.060682310108575895,0,6250.0,2500.0,3750.0
azd5582,cvcl_0009,0.18643593859814922,0.14881652899336795,0.060682310108575895,0,4500.0,2500.0,2000.0
sepantroniumbromide,cvcl_1243,0.998123040617604,0.9374465366468052,0.06067734219738683,0,,900.0,
azd7762,cvcl_0434,0.4290869861116203,0.46288536255262624,0.06067287753549712,0,2000.0,250.0,1750.0
azd7762,cvcl_0434,0.4290869861116203,0.46288536255262624,0.06067287753549712,0,1000.0,250.0,750.0
alisertib,cvcl_3532,0.5293766045927816,0.5465009607343787,0.06066886279719891,0,,3000.0,
trametinib,cvcl_0471,0.32433679396174253,0.2545005387335868,0.060635419083144154,0,2300.0,300.0,2000.0
sepantroniumbromide,cvcl_1289,0.9858719614081954,0.925240272469443,0.06063513926769027,0,,1250.0,
cytarabine,cvcl_1600,0.2297641355253719,0.25463911573887765,0.06061832047764217,0,10000.0,1250.0,8750.0
mirin,cvcl_1978,0.11645047308385326,0.10816735653694587,0.060616789488016166,0,2000.0,625.0,1375.0
5fluorouracil,cvcl_1675,0.20015269696427107,0.14085384462489026,0.060597933964340635,0,,200.0,
yk4279,cvcl_1226,0.20603607117980072,0.20107039393791548,0.06059750224609132,0,400.0,150.0,250.0
mirin,cvcl_2075,0.08339182785644073,0.028099160354994712,0.06058054108078394,0,900.0,250.0,650.0
mirin,cvcl_2075,0.08339182785644073,0.028099160354994712,0.06058054108078394,0,800.0,250.0,550.0
dactolisib,cvcl_1036,0.28817978671623623,0.32061453040329946,0.06057598762154046,0,1300.0,300.0,1000.0
foretinib,cvcl_0619,0.0757776843936041,0.07892655448053865,0.060558843954152,0,,1250.0,
bosutinib,cvcl_1640,0.27219666517656294,0.3064161854391556,0.06055796641947041,0,700.0,250.0,450.0
bleomycin50um,cvcl_0035,0.40993401245328065,0.3444935910034903,0.06054779720112484,0,700.0,325.0,375.0
olaparib,cvcl_1737,0.05005257781926464,0.06297811047229807,0.06054367613701593,0,5500.0,500.0,5000.0
olaparib,cvcl_1737,0.05005257781926464,0.06297811047229807,0.06054367613701593,0,4000.0,500.0,3500.0
sepantroniumbromide,cvcl_u996,0.8401797920187026,0.767729014018292,0.06051787938749896,0,,325.0,
cisplatin,cvcl_1821,0.015077771667219797,0.07705750880375128,0.06051217854177381,0,17500.0,1500.0,16000.0
cisplatin,cvcl_1821,0.015077771667219797,0.07705750880375128,0.06051217854177381,0,9000.0,1500.0,7500.0
entinostat,cvcl_3755,0.2727108434858687,0.3311611316025036,0.060510140573459034,0,,1250.0,
dactolisib,cvcl_2675,0.3543624189166872,0.28362153402824497,0.06050167817571575,0,1000.0,300.0,700.0
tanespimycin,cvcl_0471,0.19845432565691246,0.20269290988674127,0.060488575586521424,0,3200.0,300.0,2900.0
mirin,cvcl_1609,0.10210746006223659,0.048592561954435065,0.06048335050200866,0,4000.0,1250.0,2750.0
lestaurtinib,cvcl_1204,0.46102584964359994,0.4486269983251371,0.06048151692634724,0,550.0,325.0,225.0
lestaurtinib,cvcl_1204,0.46102584964359994,0.4486269983251371,0.06048151692634724,0,450.0,325.0,125.0
lestaurtinib,cvcl_1204,0.46102584964359994,0.4486269983251371,0.06048151692634724,0,400.0,325.0,75.0
bleomycin50um,cvcl_6472,0.3379162291192982,0.2756876690584732,0.060465391736563893,0,2000.0,400.0,1600.0
azd1332,cvcl_1298,0.16076834773471704,0.10486736785917317,0.06045746858973149,0,1600.0,625.0,975.0
mk2206,cvcl_1298,0.32548020219510254,0.29420302816529464,0.06045432798117967,0,1600.0,625.0,975.0
bms345541,cvcl_1082,0.0004406027155372527,0.01706848549570128,0.06045410962627779,0,,200.0,
navitoclax,cvcl_0028,0.08988618334681098,0.10215169026854276,0.060449546793635005,0,1600.0,625.0,975.0
mirin,cvcl_1212,0.18040069348765997,0.16836315806020863,0.06043850619263713,0,800.0,800.0,0.0
yk4279,cvcl_2672,0.1466984123845002,0.1208869858486451,0.060432825963140785,0,1000.0,300.0,700.0
pictilisib,cvcl_0039,0.09712437848874989,0.12670018522070514,0.060423374902341107,0,1000.0,150.0,850.0
5fluorouracil,cvcl_0218,0.38233708143263223,0.28975189028842496,0.06041591699339858,0,,700.0,
navitoclax,cvcl_2077,0.0642512026894736,0.008119618222707903,0.06041444521465249,0,600.0,325.0,275.0
navitoclax,cvcl_2077,0.0642512026894736,0.008119618222707903,0.06041444521465249,0,500.0,325.0,175.0
azd5438,cvcl_1809,0.06181407117669113,0.020619184062466878,0.06041324836678673,0,2500.0,325.0,2175.0
foretinib,cvcl_1883,0.08093627228235767,0.04604767305973034,0.06040307811245901,0,,625.0,
cct018159,cvcl_1878,0.059949514295841944,0.10411688508495442,0.06039977565349413,0,25000.0,1250.0,23750.0
azd8055,cvcl_3169,0.23196661594345536,0.2069542335264304,0.06039885851343791,0,6250.0,625.0,5625.0
azd5438,cvcl_3216,0.20563993511841128,0.15383486144641434,0.06038621129183959,0,13000.0,2500.0,10500.0
lestaurtinib,cvcl_0062,0.27381724808175945,0.20986442256477267,0.06038583284269042,0,400.0,100.0,300.0
olaparib,cvcl_1212,0.0999170910781505,0.11150845032463363,0.060385391298135756,0,800.0,800.0,0.0
palbociclib,cvcl_3302,0.08460946338227071,0.11763255539098405,0.060377264788220274,0,25000.0,1500.0,23500.0
iap5620,cvcl_1197,0.5820852053289228,0.5220060012872108,0.06037090414262537,0,2000.0,400.0,1600.0
lestaurtinib,cvcl_8269,0.6756516205089642,0.7133743390957996,0.06036846054396102,0,50000.0,1250.0,48750.0
lestaurtinib,cvcl_8269,0.6756516205089642,0.7133743390957996,0.06036846054396102,0,45000.0,1250.0,43750.0
lestaurtinib,cvcl_8269,0.6756516205089642,0.7133743390957996,0.06036846054396102,0,6250.0,1250.0,5000.0
sepantroniumbromide,cvcl_1166,0.9824451529924613,0.9220622036549742,0.06036826803048234,0,,200.0,
serdemetan,cvcl_4384,0.1436860324563196,0.13706681480819283,0.06035815610917558,0,1200.0,300.0,900.0
serdemetan,cvcl_4384,0.1436860324563196,0.13706681480819283,0.06035815610917558,0,800.0,300.0,500.0
sepantroniumbromide,cvcl_0237,0.8937881386520241,0.8564694146265504,0.060355353781504015,0,,625.0,
yk4279,cvcl_1844,0.23393717890344345,0.27910372031167274,0.060354813300122656,0,10000.0,1000.0,9000.0
vx11e,cvcl_1232,0.17424527563616854,0.11432577380633346,0.06035474941497003,0,,325.0,
navitoclax,cvcl_1769,0.13829187346237015,0.13664889509048583,0.06034749245836694,0,800.0,325.0,475.0
gefitinib,cvcl_1500,0.04247445525121374,0.06503669405119805,0.06034329664928233,0,3200.0,900.0,2300.0
gefitinib,cvcl_1500,0.04247445525121374,0.06503669405119805,0.06034329664928233,0,2200.0,900.0,1300.0
pevonedistat,cvcl_1274,0.23177986886028945,0.23120006930597536,0.060326570304044376,0,350.0,625.0,275.0
luminespib,cvcl_1235,0.3763444135599896,0.33786474295853397,0.06029843630470875,0,,350.0,
azd6738,cvcl_3517,0.17182904026620804,0.15971969027819377,0.060289143101304406,0,1000.0,325.0,675.0
azd6738,cvcl_1676,0.2494472069984046,0.22833547610172367,0.06028349439654712,0,6250.0,1250.0,5000.0
azd6738,cvcl_1676,0.2494472069984046,0.22833547610172367,0.06028349439654712,0,6000.0,1250.0,4750.0
cytarabine,cvcl_1413,0.41976719703805665,0.3796621941530939,0.06028120558012287,0,6250.0,625.0,5625.0
cytarabine,cvcl_1413,0.41976719703805665,0.3796621941530939,0.06028120558012287,0,3125.0,625.0,2500.0
pictilisib,cvcl_1167,0.1262234623485473,0.1487276527274093,0.06027770257539288,0,400.0,150.0,250.0
pictilisib,cvcl_1167,0.1262234623485473,0.1487276527274093,0.06027770257539288,0,250.0,150.0,100.0
pictilisib,cvcl_1387,0.2642502151194257,0.3012634128656112,0.060274977859234295,0,50000.0,500.0,49500.0
pictilisib,cvcl_1387,0.2642502151194257,0.3012634128656112,0.060274977859234295,0,10000.0,500.0,9500.0
pictilisib,cvcl_1387,0.2642502151194257,0.3012634128656112,0.060274977859234295,0,8000.0,500.0,7500.0
vinorelbine,cvcl_1714,0.4749089357964793,0.46574095509545776,0.060273635866693834,0,,625.0,
pictilisib,cvcl_0320,0.22455499834211456,0.241690423747296,0.06027061737517664,0,3200.0,200.0,3000.0
pictilisib,cvcl_0320,0.22455499834211456,0.241690423747296,0.06027061737517664,0,2100.0,200.0,1900.0
alisertib,cvcl_1279,0.5466572709554511,0.46389272712572094,0.06026663084250709,0,,387.5,
azd6738,cvcl_0040,0.17982479284496156,0.10956815626854999,0.06026217138846266,0,1300.0,450.0,850.0
pfi1,cvcl_1117,0.09281687037050279,0.09594791068697761,0.06026110768025934,0,2250.0,400.0,1850.0
docetaxel,cvcl_1208,0.265047643180062,0.28500945009603806,0.06026078627172519,0,3000.0,625.0,2375.0
docetaxel,cvcl_1208,0.265047643180062,0.28500945009603806,0.06026078627172519,0,,625.0,
unc0638,cvcl_1230,0.11856353266774555,0.1478622640016275,0.0602497058664661,0,30000.0,2500.0,27500.0
unc0638,cvcl_1230,0.11856353266774555,0.1478622640016275,0.0602497058664661,0,,2500.0,
azd5438,cvcl_1443,0.21214661442752158,0.18035993931071714,0.06024041956907202,0,1600.0,150.0,1450.0
pictilisib,cvcl_1147,0.2569365257465329,0.2674570737343489,0.06022419793293416,0,25000.0,625.0,24375.0
pictilisib,cvcl_1147,0.2569365257465329,0.2674570737343489,0.06022419793293416,0,20000.0,625.0,19375.0
pictilisib,cvcl_1147,0.2569365257465329,0.2674570737343489,0.06022419793293416,0,15000.0,625.0,14375.0
vinblastine,cvcl_0009,0.5419610058597124,0.5720895261579967,0.06022351560174762,0,6250.0,2500.0,3750.0
5fluorouracil,cvcl_5879,0.31443378992893567,0.23147227386259017,0.06022024068553853,0,,150.0,
gemcitabine,cvcl_0627,0.5570739798716895,0.539343072321451,0.06019957553539878,0,3125.0,625.0,2500.0
gemcitabine,cvcl_0627,0.5570739798716895,0.539343072321451,0.06019957553539878,0,,625.0,
eht1864,cvcl_1719,0.20845982754563785,0.1170935591131893,0.060192039546378744,0,800.0,200.0,600.0
bi2536,cvcl_1734,0.32424376465503346,0.33933467721778054,0.060183824513450425,0,,325.0,
bortezomib,cvcl_1609,0.1849473447738207,0.13092663456158038,0.06014847813766087,0,,1250.0,
tanespimycin,cvcl_1180,0.5616010043757268,0.5295543544156276,0.06014714154296361,0,1400.0,300.0,1100.0
tanespimycin,cvcl_1180,0.5616010043757268,0.5295543544156276,0.06014714154296361,0,1000.0,300.0,700.0
vorinostat,cvcl_1794,0.0575827965387401,0.10639125561232354,0.06014661257302798,0,1600.0,625.0,975.0
unc0638,cvcl_8787,0.0006421222011929739,0.03991284883894608,0.0601378157473759,0,400.0,150.0,250.0
unc0638,cvcl_8787,0.0006421222011929739,0.03991284883894608,0.0601378157473759,0,,150.0,
yk4279,cvcl_3119,0.5523025667724977,0.6007651852670652,0.06012920195257617,0,12000.0,1000.0,11000.0
serdemetan,cvcl_1843,0.11902297058305378,0.05758283583839863,0.060125287925450285,0,1500.0,625.0,875.0
pictilisib,cvcl_5873,0.26935825850790307,0.32502666122568624,0.06011757384521773,0,650.0,150.0,500.0
pictilisib,cvcl_5873,0.26935825850790307,0.32502666122568624,0.06011757384521773,0,400.0,150.0,250.0
sepantroniumbromide,cvcl_5873,0.6691002855182313,0.6154851010224727,0.060114762782926344,0,,150.0,
sepantroniumbromide,cvcl_1332,0.8250273156784791,0.7695572109533071,0.060113768669793996,0,,625.0,
refametinib,cvcl_1691,0.1606685445060546,0.20278023757479713,0.060111592998204025,0,225.0,150.0,75.0
refametinib,cvcl_1691,0.1606685445060546,0.20278023757479713,0.060111592998204025,0,200.0,150.0,50.0
azd6738,cvcl_2120,0.3907499005088201,0.3381675278134916,0.0601082952014943,0,5000.0,625.0,4375.0
azd6738,cvcl_2120,0.3907499005088201,0.3381675278134916,0.0601082952014943,0,4000.0,625.0,3375.0
pevonedistat,cvcl_1134,0.1564076408347289,0.1301687334214775,0.060101215935440246,0,1700.0,300.0,1400.0
vinblastine,cvcl_1495,0.653140967279078,0.6108981491196651,0.06009120587255392,0,1000.0,300.0,700.0
sorafenib,cvcl_1216,0.006267612618260587,0.0044983221182102184,0.060090455997563366,0,,1250.0,
vinblastine,cvcl_0419,0.33728429838592233,0.3784067641056228,0.06008370981164668,0,1500.0,400.0,1100.0
alisertib,cvcl_0375,0.35999823935754716,0.3945000085348548,0.060054886639320355,0,,325.0,
unc0638,cvcl_1348,5.037661886531097e-07,0.025487220111742648,0.06003904184849873,0,700.0,100.0,600.0
unc0638,cvcl_1348,5.037661886531097e-07,0.025487220111742648,0.06003904184849873,0,,100.0,
refametinib,cvcl_1076,0.34812307085186556,0.3234246779775747,0.06002999166602779,0,1600.0,200.0,1400.0
refametinib,cvcl_1076,0.34812307085186556,0.3234246779775747,0.06002999166602779,0,1400.0,200.0,1200.0
sepantroniumbromide,cvcl_1818,0.9755807166167155,0.9155684639945042,0.06001940231275549,0,,2000.0,
alisertib,cvcl_1479,0.3983373870894934,0.3916471152261036,0.060015966408281725,0,,625.0,
vorinostat,cvcl_1327,0.4056280289004792,0.4320468830323251,0.06001549061657344,0,50000.0,1250.0,48750.0
vorinostat,cvcl_1327,0.4056280289004792,0.4320468830323251,0.06001549061657344,0,20000.0,1250.0,18750.0
azd8055,cvcl_1097,0.26840798150551926,0.17551255689776346,0.060011111826954795,0,1700.0,900.0,800.0
azd8055,cvcl_1097,0.26840798150551926,0.17551255689776346,0.060011111826954795,0,800.0,900.0,100.0
azd1332,cvcl_rn32,0.15460591108831667,0.08007600030117201,0.06000955793635283,0,4000.0,1250.0,2750.0
sepantroniumbromide,cvcl_3612,0.9778191052892841,0.9178154697788723,0.06000922195251636,0,,300.0,
luminespib,cvcl_u997,0.16092867710055458,0.20729385984620885,0.06000316793322617,0,,625.0,
axitinib,cvcl_1705,0.04451488759848554,9.233214357617925e-05,0.05997822257848242,0,800.0,625.0,175.0
mim1,cvcl_1665,0.052987720186916554,0.1010890522728568,0.059976454988291496,0,,1000.0,
cytarabine,cvcl_0080,0.4129690091233639,0.4055228038563854,0.05997273197832094,0,1600.0,625.0,975.0
selumetinib,cvcl_1083,0.19095101809370973,0.2172711598840119,0.0599719094581968,0,800.0,200.0,600.0
selumetinib,cvcl_1083,0.19095101809370973,0.2172711598840119,0.0599719094581968,0,650.0,200.0,450.0
bortezomib,cvcl_1583,0.1366446992498933,0.18195627390120606,0.059965138935377776,0,,1250.0,
azd5582,cvcl_3152,0.16880162412118394,0.1942264281788909,0.05995790291462961,0,2250.0,400.0,1850.0
azd5582,cvcl_3152,0.16880162412118394,0.1942264281788909,0.05995790291462961,0,2000.0,400.0,1600.0
dactolisib,cvcl_1647,0.19102267259073447,0.2095080881644792,0.05995462392353909,0,1600.0,200.0,1400.0
docetaxel,cvcl_1706,0.25742671322244814,0.14842745155868886,0.059950917358524924,0,800.0,250.0,550.0
pevonedistat,cvcl_1767,0.15328611716294682,0.1678636243720052,0.05994240336675836,0,1500.0,400.0,1100.0
azd7762,cvcl_0134,0.35271835533637785,0.29516038754408713,0.059938927424862745,0,2000.0,250.0,1750.0
navitoclax,cvcl_0600,0.11305317852341945,0.07844395998510434,0.0599339535425573,0,600.0,150.0,450.0
azd6738,cvcl_2077,0.28106909486775244,0.2514358846621998,0.05993219891697219,0,800.0,325.0,475.0
crizotinib,cvcl_0103,0.058229988970014745,0.08284683810527804,0.05991711635783274,0,,3000.0,
serdemetan,cvcl_2908,0.1040106235761562,0.042393818964356345,0.059914684887353985,0,1200.0,150.0,1050.0
pictilisib,cvcl_1160,0.2893266937793538,0.23807974656433484,0.059905267648292876,0,500.0,150.0,350.0
pictilisib,cvcl_1160,0.2893266937793538,0.23807974656433484,0.059905267648292876,0,450.0,150.0,300.0
vorinostat,cvcl_0582,0.1184472650054238,0.060300255146567894,0.05990386624607878,0,400.0,325.0,75.0
dactolisib,cvcl_2588,0.3486278610401482,0.40961150875674246,0.05989498454394035,0,400.0,150.0,250.0
dactolisib,cvcl_1287,0.2397527358541769,0.2286735856117844,0.05988961766313729,0,900.0,150.0,750.0
gemcitabine,cvcl_1391,0.14175390869273652,0.10220013461328803,0.0598889272519922,0,9000.0,1500.0,7500.0
gemcitabine,cvcl_1391,0.14175390869273652,0.10220013461328803,0.0598889272519922,0,,1500.0,
jq1,cvcl_1581,0.15738209928851055,0.24222379919475678,0.05988509373417248,0,2500.0,900.0,1600.0
jq1,cvcl_1581,0.15738209928851055,0.24222379919475678,0.05988509373417248,0,,900.0,
serdemetan,cvcl_1066,0.07124539043602929,0.007648791417932399,0.05987908798167267,0,2000.0,625.0,1375.0
serdemetan,cvcl_1066,0.07124539043602929,0.007648791417932399,0.05987908798167267,0,1600.0,625.0,975.0
gsk269962a,cvcl_1594,0.21318054807765607,0.15683587152063339,0.05987757878250589,0,600.0,150.0,450.0
azd6738,cvcl_1770,0.15338910571477427,0.19418004386205112,0.05987618161879499,0,2000.0,500.0,1500.0
azd8055,cvcl_2075,0.4039621117086063,0.3873959214733216,0.05987482022096262,0,900.0,250.0,650.0
azd8055,cvcl_2075,0.4039621117086063,0.3873959214733216,0.05987482022096262,0,750.0,250.0,500.0
azd7762,cvcl_1678,0.3364286031081858,0.29177796119578636,0.05987345793081601,0,1300.0,325.0,975.0
azd6738,cvcl_3172,0.16306309690615328,0.12768106971589954,0.05987264625256085,0,900.0,325.0,575.0
luminespib,cvcl_1361,0.3146312333489256,0.2584822504904182,0.059855789976424226,0,,400.0,
wee1inhibitor,cvcl_0479,0.06842815574103944,0.011741680560808487,0.059854331555027375,0,900.0,200.0,700.0
cct018159,cvcl_1166,0.12751773454625026,0.11609509167258591,0.05983765231863615,0,400.0,200.0,200.0
vorinostat,cvcl_1101,0.42320821191436486,0.3828026236197202,0.0598345377058976,0,12500.0,1500.0,11000.0
azd5582,cvcl_2989,0.08960122718479502,0.1098457856994659,0.05983077804960881,0,8000.0,300.0,7700.0
sepantroniumbromide,cvcl_1783,0.9857521042711765,0.9256520569373503,0.059818564091086775,0,,325.0,
vorinostat,cvcl_1132,0.25118773613830003,0.1865204126761738,0.059817841724330204,0,8000.0,900.0,7100.0
vorinostat,cvcl_1132,0.25118773613830003,0.1865204126761738,0.059817841724330204,0,3125.0,900.0,2225.0
azd5438,cvcl_1571,0.1770290980135809,0.12790178478684555,0.059815806895001045,0,1000.0,250.0,750.0
azd5438,cvcl_1571,0.1770290980135809,0.12790178478684555,0.059815806895001045,0,700.0,250.0,450.0
sorafenib,cvcl_1805,0.20214354249876676,0.15437689344792482,0.05980983386910112,0,,1250.0,
azd7762,cvcl_u998,0.22744285754349114,0.12919030762611294,0.05980768513210522,0,1000.0,400.0,600.0
azd7762,cvcl_u998,0.22744285754349114,0.12919030762611294,0.05980768513210522,0,800.0,400.0,400.0
jq1,cvcl_c184,0.11906063863037841,0.16282123689631833,0.059800860268881706,0,1200.0,100.0,1100.0
jq1,cvcl_c184,0.11906063863037841,0.16282123689631833,0.059800860268881706,0,,100.0,
tw37,cvcl_1141,0.2540457646741642,0.2542843463881258,0.059800373942928545,0,12500.0,1250.0,11250.0
azd7762,cvcl_1695,0.5410672040088629,0.4892086194949752,0.05977870603322196,0,5500.0,625.0,4875.0
vinblastine,cvcl_1524,0.31611429510613176,0.22508049469718694,0.05977441840895723,0,2000.0,500.0,1500.0
foretinib,cvcl_2213,0.36511794096848205,0.3044844277407269,0.05976630236665154,0,,400.0,
gemcitabine,cvcl_1208,0.5922424792592322,0.5377784970504547,0.059763530092684945,0,4000.0,625.0,3375.0
gemcitabine,cvcl_1208,0.5922424792592322,0.5377784970504547,0.059763530092684945,0,,625.0,
vorinostat,cvcl_1767,0.09085283432144808,0.12433296725642451,0.059761624938117125,0,1600.0,400.0,1200.0
pictilisib,cvcl_1649,0.16247242394654027,0.16015333787218244,0.05973660422008333,0,800.0,625.0,175.0
pictilisib,cvcl_1649,0.16247242394654027,0.16015333787218244,0.05973660422008333,0,700.0,625.0,75.0
azd7762,cvcl_1715,0.37960867127032216,0.3880561194512391,0.059731721369833915,0,1600.0,300.0,1300.0
azd7762,cvcl_1715,0.37960867127032216,0.3880561194512391,0.059731721369833915,0,900.0,300.0,600.0
azd5582,cvcl_1324,0.9745991754834857,0.9149745561341694,0.05972800219563266,0,4000.0,625.0,3375.0
azd1332,cvcl_1045,0.16976573624204616,0.07748228172384075,0.059724827081802254,0,1700.0,625.0,1075.0
gemcitabine,cvcl_2057,0.20685103946169803,0.22371995415282564,0.05970887435696945,0,700.0,625.0,75.0
gemcitabine,cvcl_2057,0.20685103946169803,0.22371995415282564,0.05970887435696945,0,,625.0,
azd5582,cvcl_1066,0.06952221666532687,0.06785782123643413,0.059677492713587875,0,2000.0,625.0,1375.0
serdemetan,cvcl_1258,0.15820257665004844,0.1029039766770733,0.05967603046165416,0,800.0,325.0,475.0
bms345541,cvcl_1279,0.06581162180823918,0.014779253339895049,0.05967250871170681,0,,625.0,
azd5582,cvcl_1415,0.16065241014394527,0.15201399932015958,0.059671895549583416,0,900.0,325.0,575.0
sepantroniumbromide,cvcl_1627,0.9938157355761225,0.9341581066897069,0.05965730507334758,0,,625.0,
bms345541,cvcl_0542,0.0581497185641866,0.015544540013791464,0.05965357624998881,0,,200.0,
tanespimycin,cvcl_2176,0.1614581946009247,0.11046200640726023,0.059644015793146626,0,800.0,625.0,175.0
azd5438,cvcl_1600,0.3301569382773477,0.30059542847774334,0.05964067176725199,0,20000.0,1250.0,18750.0
navitoclax,cvcl_1123,0.7343812436160279,0.7843313609859671,0.05964031752885604,0,3000.0,2500.0,500.0
vx11e,cvcl_1366,0.15114004045162188,0.21488389836973465,0.05963832645802219,0,,625.0,
azd8186,cvcl_1594,0.18514758078485138,0.1324736977751636,0.05963480022720648,0,600.0,150.0,450.0
bms536924,cvcl_1377,0.1539880076812764,0.09088138318293615,0.05963276381778515,0,3000.0,1250.0,1750.0
piperlongumine,cvcl_1865,0.21210549132543266,0.19213827563583885,0.05962941650894445,0,12500.0,750.0,11750.0
navitoclax,cvcl_1638,0.08052961757251786,0.03872757164798135,0.0596291772544316,0,1600.0,1250.0,350.0
eht1864,cvcl_2206,0.0384285089136881,0.06535779997134317,0.05962433760396268,0,20000.0,1500.0,18500.0
docetaxel,cvcl_1784,0.1022171004014204,0.10371394954670543,0.059620885292964776,0,3000.0,625.0,2375.0
azd7762,cvcl_1215,0.2844655731975373,0.21778339400338698,0.05961710897552171,0,17500.0,1250.0,16250.0
azd7762,cvcl_1215,0.2844655731975373,0.21778339400338698,0.05961710897552171,0,14000.0,1250.0,12750.0
azd7762,cvcl_1215,0.2844655731975373,0.21778339400338698,0.05961710897552171,0,3200.0,1250.0,1950.0
bms754807,cvcl_0236,0.084181878260293,0.16105965793229582,0.05960276700226166,0,,300.0,
jq1,cvcl_1701,0.0746682989143953,0.0450606251897091,0.05960132329335809,0,1400.0,150.0,1250.0
jq1,cvcl_1701,0.0746682989143953,0.0450606251897091,0.05960132329335809,0,,150.0,
azd7762,cvcl_1326,0.5103894581181123,0.4669287568347773,0.05959244759495057,0,50000.0,2500.0,47500.0
azd7762,cvcl_1326,0.5103894581181123,0.4669287568347773,0.05959244759495057,0,25000.0,2500.0,22500.0
azd7762,cvcl_1326,0.5103894581181123,0.4669287568347773,0.05959244759495057,0,22000.0,2500.0,19500.0
azd7762,cvcl_1326,0.5103894581181123,0.4669287568347773,0.05959244759495057,0,19000.0,2500.0,16500.0
azd7762,cvcl_1187,0.3075829788722302,0.24578490838610667,0.059585368271662255,0,700.0,150.0,550.0
azd7762,cvcl_1187,0.3075829788722302,0.24578490838610667,0.059585368271662255,0,400.0,150.0,250.0
mirin,cvcl_0318,0.14400958859502277,0.11851242353745373,0.059571972605019285,0,1500.0,325.0,1175.0
axitinib,cvcl_0036,0.11513021044912508,0.05795559487700519,0.05957043525811993,0,3200.0,325.0,2875.0
afatinib,cvcl_1091,0.5018651029275373,0.5238719874718336,0.0595669874653178,0,800.0,325.0,475.0
afatinib,cvcl_1091,0.5018651029275373,0.5238719874718336,0.0595669874653178,0,400.0,325.0,75.0
azd6738,cvcl_1219,0.26861597014646554,0.3034821827705899,0.05956653642647543,0,350.0,200.0,150.0
alisertib,cvcl_1670,0.2272833218789604,0.2591530317427977,0.05955728532364598,0,,625.0,
